59482.47
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.00     3.53      0.00        1     0.00     0.00  Gem::SourceIndex#initialize
  0.00     3.53      0.00        1     0.00     0.00  Hash#clear
  0.00     3.53      0.00        1     0.00     0.00  Dir#glob
  0.00     3.53      0.00      136     0.00     0.00  File#file?
  0.00     3.53      0.00      536     0.00     0.00  String#initialize_copy
  0.00     3.53      0.00        1     0.00     0.00  Time#now
  0.00     3.53      0.00        1     0.00     0.00  Time#initialize
  0.00     3.53      0.00      270     0.00     0.00  Kernel.untaint
  0.00     3.53      0.00      136     0.00     0.00  IO#read
  0.00     3.53      0.00      134     0.00     0.00  Kernel.binding
  0.00     3.53      0.00      141     0.00     0.00  Array#join
  0.00     3.53      0.00       22     0.00     0.00  Hash#keys
  0.00     3.53      0.00        1     0.00     0.00  Module#autoload
  0.00     3.53      0.00        1     0.00     0.00  String#end_with?
  0.00     3.53      0.00      268     0.00     0.00  Kernel.initialize_copy
  0.00     3.53      0.00        1     0.00     0.00  Exception#message
  0.00     3.53      0.00      137     0.00     0.00  Kernel.block_given?
  0.00     3.53      0.00        1     0.00     0.00  Exception#to_s
  0.00     3.53      0.00        1     0.00     0.00  Exception#set_backtrace
  0.00     3.53      0.00      134     0.00     0.07  Gem::Version#prerelease?
  0.00     3.53      0.00        1     0.00     0.00  Exception#backtrace
  0.00     3.53      0.00        1     0.00     0.00  Exception#exception
  0.00     3.53      0.00      131     0.00     0.00  Gem::Specification#authors=
  0.00     3.53      0.00        1     0.00     0.00  Exception#initialize
  0.00     3.53      0.00      134     0.00     0.07  Time#local
  0.00     3.53      0.00      134     0.00     0.07  Gem::Specification#files=
  0.00     3.53      0.00      134     0.00     0.00  String#strip
  0.00     3.53      0.00      268     0.00     0.00  String#gsub
  0.00     3.53      0.00       76     0.00     0.13  Gem::Specification#test_files=
  0.00     3.53      0.00       16     0.00     0.00  Kernel.lambda
  0.00     3.53      0.00        1     0.00     0.00  Encoding#find
  0.00     3.53      0.00        3     0.00     3.33  Forwardable.def_instance_delegators
  0.00     3.53      0.00      276     0.00     0.00  Array#size
  0.00     3.53      0.00      140     0.00     0.00  Fixnum#>
  0.00     3.53      0.00      274     0.00     0.00  Fixnum#<=
  0.00     3.53      0.00      551     0.00     0.00  Array#[]
  0.00     3.53      0.00       38     0.00     0.26  Forwardable.def_instance_delegator
  0.00     3.53      0.00       45     0.00     0.00  Regexp#quote
  0.00     3.53      0.00      134     0.00     0.90  Comparable.>=
  0.00     3.53      0.00        6     0.00     0.00  Array#delete
  0.00     3.53      0.00      225     0.00     0.00  Symbol#==
  0.00     3.53      0.00       29     0.00     0.00  Module#attr_reader
  0.00     3.53      0.00        1     0.00    10.00  Enumerable.each_with_index
  0.00     3.53      0.00      134     0.00     0.00  Gem::SourceIndex#add_spec
  0.00     3.53      0.00        8     0.00     0.00  Gem::Specification#requirements=
  0.00     3.53      0.00        1     0.00     0.00  Module#attr_writer
  0.00     3.53      0.00      379     0.00     0.00  Array#last
  0.00     3.53      0.00      336     0.00     0.00  Array#pop
  0.00     3.53      0.00        7     0.00     0.00  String#+
  0.00     3.53      0.00      358     0.00     0.00  Array#include?
  0.00     3.53      0.00        7     0.00     0.00  String#downcase
  0.00     3.53      0.00        8     0.00     0.00  Date#once
  0.00     3.53      0.00      381     0.00     0.00  Symbol#to_s
  0.00     3.53      0.00       75     0.00     0.00  Fixnum#to_s
  0.00     3.53      0.00       86     0.00     0.00  Gem::Specification#extra_rdoc_files=
  0.00     3.53      0.00       80     0.00     0.00  Gem::Specification#rdoc_options=
  0.00     3.53      0.00      376     0.00     0.00  Kernel.object_id
  0.00     3.53      0.00       45     0.00     0.00  Gem::Specification#executables=
  0.00     3.53      0.00       22     0.00     0.00  Gem::Specification#extensions=
  0.00     3.53      0.00        6     0.00     0.00  Gem::Specification#licenses=
  0.00     3.53      0.00       11     0.00     0.00  String#===
  0.00     3.53      0.00        2     0.00     0.00  Array#shift
  0.00     3.53      0.00        8     0.00     0.00  Regexp#===
  0.00     3.53      0.00        2     0.00     0.00  Gem::Platform#initialize
  0.00     3.53      0.00        2     0.00     0.00  Gem::Platform#new
  0.00     3.53      0.00        3     0.00     0.00  Gem::Platform#to_a
  0.00     3.53      0.00        3     0.00     0.00  Gem::Platform#to_s
  0.00     3.53      0.00        2     0.00     0.00  Gem::Platform#==
  0.00     3.53      0.00        2     0.00     0.00  String#to_str
  0.00     3.53      0.00        1     0.00  1480.00  Array#reverse_each
  0.00     3.53      0.00        1     0.00  1480.00  Gem::SourceIndex#load_gems_in
  0.00     3.53      0.00        1     0.00  1480.00  Gem::SourceIndex#refresh!
  0.00     3.53      0.00        1     0.00  1480.00  Gem::SourceIndex#from_gems_in
  0.00     3.53      0.00        1     0.00  1480.00  Gem::SourceIndex#from_installed_gems
  0.00     3.53      0.00        2     0.00   750.00  Gem.source_index
  0.00     3.53      0.00        1     0.00     0.00  Gem::SourceIndex#each
  0.00     3.53      0.00        1     0.00     0.00  Enumerable.map
  0.00     3.53      0.00      945     0.00     0.00  String#<=>
  0.00     3.53      0.00      944     0.00     0.00  Fixnum#zero?
  0.00     3.53      0.00        1     0.00     0.00  Numeric#integer?
  0.00     3.53      0.00       22     0.00     0.00  Integer#integer?
  0.00     3.53      0.00        1     0.00  1560.00  Gem::GemPathSearcher#init_gemspecs
  0.00     3.53      0.00      270     0.00     0.00  File#dirname
  0.00     3.53      0.00      135     0.00     0.00  File#expand_path
  0.00     3.53      0.00      135     0.00     0.00  Gem::Specification#installation_path
  0.00     3.53      0.00      135     0.00     0.00  File#directory?
  0.00     3.53      0.00        1     0.00     0.00  Float#-@
  0.00     3.53      0.00        4     0.00     0.00  Module#protected
  0.00     3.53      0.00        1     0.00  1590.00  Gem::GemPathSearcher#initialize
  0.00     3.53      0.00        1     0.00  1590.00  Gem.searcher
  0.00     3.53      0.00     2356     0.00     0.00  Hash#[]
  0.00     3.53      0.00        3     0.00     0.00  String#empty?
  0.00     3.53      0.00        1     0.00     0.00  Array#uniq
  0.00     3.53      0.00        1     0.00     0.00  Gem.suffixes
  0.00     3.53      0.00       85     0.00     0.00  Gem.suffix_pattern
  0.00     3.53      0.00       85     0.00     0.00  Dir#[]
  0.00     3.53      0.00       88     0.00     0.00  Array#select
  0.00     3.53      0.00      208     0.00     0.00  Kernel.nil?
  0.00     3.53      0.00      123     0.00     0.00  BasicObject#!
  0.00     3.53      0.00       85     0.00     0.24  Gem::GemPathSearcher#matching_file?
  0.00     3.53      0.00       24     0.00     0.83  Enumerable.find
  0.00     3.53      0.00        1     0.00    20.00  Gem::GemPathSearcher#find
  0.00     3.53      0.00       47     0.00     0.00  Kernel.is_a?
  0.00     3.53      0.00        1     0.00     0.00  Gem::Dependency#requirement
  0.00     3.53      0.00        1     0.00     0.00  Regexp#escape
  0.00     3.53      0.00        1     0.00     0.00  Gem::SourceIndex#all_gems
  0.00     3.53      0.00        2     0.00     0.00  Hash#values
  0.00     3.53      0.00        1     0.00     0.00  Comparable.==
  0.00     3.53      0.00        1     0.00     0.00  Proc#call
  0.00     3.53      0.00        1     0.00     0.00  Enumerable.all?
  0.00     3.53      0.00        1     0.00     0.00  Gem::Requirement#satisfied_by?
  0.00     3.53      0.00        2     0.00     0.00  Proc#yield
  0.00     3.53      0.00        2     0.00     0.00  Hash#default
  0.00     3.53      0.00        1     0.00     0.00  Gem::Platform#local
  0.00     3.53      0.00        1     0.00     0.00  Gem.platforms
  0.00     3.53      0.00        1     0.00     0.00  Enumerable.any?
  0.00     3.53      0.00        1     0.00     0.00  Gem::Platform#match
  0.00     3.53      0.00        1     0.00     0.00  Gem::Specification#sort_obj
  0.00     3.53      0.00        1     0.00     0.00  Enumerable.sort_by
  0.00     3.53      0.00        1     0.00     0.00  Gem::SourceIndex#search
  0.00     3.53      0.00        1     0.00     0.00  Gem::Specification#conflicts
  0.00     3.53      0.00        6     0.00     0.00  Gem::Dependency#type
  0.00     3.53      0.00        1     0.00     0.00  Gem::Specification#runtime_dependencies
  0.00     3.53      0.00        1     0.00     0.00  Hash#delete
  0.00     3.53      0.00        1     0.00     0.00  Array#index
  0.00     3.53      0.00        1     0.00     0.00  Gem.load_path_insert_index
  0.00     3.53      0.00        1     0.00     0.00  Array#insert
  0.00     3.53      0.00        1     0.00    10.00  Gem.activate
  0.00     3.53      0.00        1     0.00  1620.00  Gem.try_activate
  0.00     3.53      0.00        1     0.00     0.00  BasicObject#!=
  0.00     3.53      0.00        1     0.00     0.00  Comparable.<=
  0.00     3.53      0.00        1     0.00     0.00  Nokogiri.is_2_6_16?
  0.00     3.53      0.00       16     0.00     0.00  Fixnum#<<
  0.00     3.53      0.00        3     0.00     0.00  Fixnum#|
  0.00     3.53      0.00        2     0.00     0.00  Module#constants
  0.00     3.53      0.00       21     0.00     0.00  Gem::Specification#attribute
  0.00     3.53      0.00       50     0.00     0.00  Symbol#downcase
  0.00     3.53      0.00       32     0.00     0.00  Module#class_eval
  0.00     3.53      0.00       29     0.00     0.00  Module#method_undefined
  0.00     3.53      0.00       23     0.00     0.00  Module#undef_method
  0.00     3.53      0.00        2     0.00     0.00  BasicObject#initialize
  0.00     3.53      0.00        1     0.00     0.00  Mutex#initialize
  0.00     3.53      0.00        1     0.00     0.00  File#initialize
  0.00     3.53      0.00        1     0.00     0.00  Kernel.open
  0.00     3.53      0.00        1     0.00     0.00  Nokogiri::XML::ParseOptions#initialize
  0.00     3.53      0.00        1     0.00     0.00  File#path
  0.00     3.53      0.00        1     0.00     0.00  Nokogiri::XML::Document#initialize
  0.00     3.53      0.00        1     0.00     0.00  Nokogiri::XML::Document#read_io
  0.00     3.53      0.00        1     0.00     0.00  Nokogiri::XML::Document#parse
  0.00     3.53      0.00        1     0.00     0.00  Nokogiri.XML
  0.00     3.53      0.00        1     0.00     0.00  Hash#initialize
  0.00     3.53      0.00        3     0.00     0.00  Kernel.hash
  0.00     3.53      0.00        2     0.00     0.00  Nokogiri::XML::Document#decorators
  0.00     3.53      0.00        4     0.00     0.00  Nokogiri::XML::Document#document
  0.00     3.53      0.00       46     0.00     0.00  Nokogiri::XML::Document#decorate
  0.00     3.53      0.00        1     0.00     0.00  Nokogiri::XML::Node#decorate!
  0.00     3.53      0.00        1     0.00     0.00  Nokogiri::XML::Document#slop!
  0.00     3.53      0.00        1     0.00     0.00  Nokogiri::XML::Document#implied_xpath_context
  0.00     3.53      0.00       20     0.00     0.00  String#sub
  0.00     3.53      0.00       20     0.00     0.00  Module#==
  0.00     3.53      0.00       20     0.00     0.00  Array#reverse
  0.00     3.53      0.00       40     0.00     0.00  Nokogiri::XML::Document#root
  0.00     3.53      0.00       20     0.00     0.00  Nokogiri::XML::Node#namespace_scopes
  0.00     3.53      0.00       20     0.00     0.00  Nokogiri::XML::Node#namespaces
  0.00     3.53      0.00       20     0.00     0.00  Nokogiri::XML::Node#extract_params
  0.00     3.53      0.00       20     0.00     0.00  Nokogiri::XML::XPathContext#new
  0.00     3.53      0.00       20     0.00     0.00  Nokogiri::XML::XPathContext#register_namespaces
  0.00     3.53      0.00       20     0.00     0.00  Nokogiri::XML::XPathContext#evaluate
  0.00     3.53      0.00       14     0.00     0.00  NilClass#nil?
  0.00     3.53      0.00       41     0.00     0.00  Nokogiri::XML::NodeSet#length
  0.00     3.53      0.00        2     0.00     0.00  Array#+
  0.00     3.53      0.00       25     0.00     0.00  Nokogiri::XML::NodeSet#[]
  0.00     3.53      0.00       19     0.00     0.00  Nokogiri::XML::NodeSet#first
  0.00     3.53      0.00       20     0.00     1.00  Nokogiri::Decorators::Slop.method_missing
  0.00     3.53      0.00       19     0.00     0.00  Nokogiri::XML::Node#implied_xpath_context
  0.00     3.53      0.00       57     0.00     0.00  Nokogiri::XML::Node#document
  0.00     3.53      0.00       18     0.00     0.00  Nokogiri::XML::Node#text
  0.00     3.53      0.00       17     0.00     0.00  Module#include
  0.00     3.53      0.00       17     0.00     0.00  Module#included
  0.00     3.53      0.00       17     0.00     0.00  Module#append_features
  0.00     3.53      0.00     1016     0.00     0.00  MatchData#post_match
  0.00     3.53      0.00       31     0.00     0.00  Kernel.extend
  0.00     3.53      0.00       31     0.00     0.00  Module#extended
  0.00     3.53      0.00        6     0.00     0.00  Hash#merge!
  0.00     3.53      0.00        1     0.00    30.00  Integer#upto
  0.00     3.53      0.00        1     0.00    30.00  Nokogiri::XML::NodeSet#each
  0.00     3.53      0.00        1     0.00    30.00  Enumerable.each_with_object
  0.00     3.53      0.00        4     0.00     0.00  Array#|
  0.00     3.53      0.00        2     0.00   865.00  Enumerable.inject
  0.00     3.53      0.00        1     0.00     0.00  Kernel.__method__
  0.00     3.53      0.00        1     0.00     0.00  Kernel.to_enum
  0.00     3.53      0.00        2     0.00   865.00  CSV#fast
  0.00     3.53      0.00        1     0.00     0.00  Fixnum#<
  0.00     3.53      0.00       31     0.00     0.00  Module#extend_object
  0.00     3.53      0.00        2     0.00     0.00  Module#initialize
  0.00     3.53      0.00     1010     0.00     0.00  Rational#coerce
  0.00     3.53      0.00       29     0.00     0.00  Module#private_class_method
  0.00     3.53      0.00       35     0.00     0.00  Module#alias_method
  0.00     3.53      0.00       65     0.00     0.00  Module#private
  0.00     3.53      0.00        5     0.00     0.00  Struct#new
  0.00     3.53      0.00       49     0.00     0.00  Kernel.freeze
  0.00     3.53      0.00        2     0.00     0.00  Fixnum#-@
  0.00     3.53      0.00     1780     0.00     0.00  Fixnum#+
  0.00     3.53      0.00       85     0.00     0.00  Class#inherited
  0.00     3.53      0.00       81     0.00    24.69  Kernel.require
  0.00     3.53      0.00       48     0.00     0.00  Module#attr_accessor
  0.00     3.53      0.00      234     0.00     0.00  BasicObject#singleton_method_added
  0.00     3.53      0.00     1011     0.00     0.00  Fixnum#/
  0.00     3.53      0.00       82     0.00     0.00  Hash#empty?
  0.00     3.53      0.00     1009     0.00     0.00  Float#+
  0.00     3.53      0.00        7     0.00     0.00  Array#-
  0.00     3.53      0.00        3     0.00     0.00  Hash#each_pair
  0.00     3.53      0.00        2     0.00     0.00  Object#find_it!
  0.00     3.53      0.00       82     0.00     0.00  Gem.unresolved_deps
  0.00     3.53      0.00        1     0.00  1730.00  Enumerator#each
  0.00     3.53      0.00        1     0.00     0.00  Float#divmod
  0.00     3.53      0.00        1     0.00     0.00  Float#>
  0.00     3.53      0.00        1     0.00     0.00  Float#to_s
  0.00     3.53      0.00        1     0.00     0.00  Kernel.inspect
  0.00     3.53      0.00        1     0.00     0.00  Kernel.p
  0.00     3.53      0.00        1     0.00  3530.00  #toplevel
